,index,Subject,Experiment number, Experiment Activity, Experiment Type,Channels number,Channels lenght,Non-zero lenght
438,0,S037,09,Top Down,Real,64,19680,19671
439,0,S037,10,Top Down,Imaginary,64,19680,19673
440,0,S037,11,Left Right,Real,64,19680,19669
441,0,S037,12,Left Right,Imaginary,64,19680,19675
442,0,S037,13,Top Down,Real,64,19680,19676
443,0,S037,14,Top Down,Imaginary,64,19680,19673
444,0,S038,03,Left Right,Real,64,19680,19680
445,0,S038,04,Left Right,Imaginary,64,19680,19680
446,0,S038,05,Top Down,Real,64,19680,19680
447,0,S038,06,Top Down,Imaginary,64,19680,19680
448,0,S038,07,Left Right,Real,64,19680,19680
449,0,S038,08,Left Right,Imaginary,64,19680,19680
450,0,S038,09,Top Down,Real,64,19680,19680
451,0,S038,10,Top Down,Imaginary,64,19680,19680
452,0,S038,11,Left Right,Real,64,19680,19680
453,0,S038,12,Left Right,Imaginary,64,19680,19680
454,0,S038,13,Top Down,Real,64,19680,19679
455,0,S038,14,Top Down,Imaginary,64,19680,19679
456,0,S039,03,Left Right,Real,64,19680,19680
457,0,S039,04,Left Right,Imaginary,64,19680,19680
458,0,S039,05,Top Down,Real,64,19680,19679
459,0,S039,06,Top Down,Imaginary,64,19680,19680
460,0,S039,07,Left Right,Real,64,19680,19680
461,0,S039,08,Left Right,Imaginary,64,19680,19680
462,0,S039,09,Top Down,Real,64,19680,19680
463,0,S039,10,Top Down,Imaginary,64,19680,19680
464,0,S039,11,Left Right,Real,64,19680,19680
465,0,S039,12,Left Right,Imaginary,64,19680,19680
466,0,S039,13,Top Down,Real,64,19680,19680
467,0,S039,14,Top Down,Imaginary,64,19680,19680
468,0,S040,03,Left Right,Real,64,19680,19679
469,0,S040,04,Left Right,Imaginary,64,19680,19680
470,0,S040,05,Top Down,Real,64,19680,19680
471,0,S040,06,Top Down,Imaginary,64,19680,19680
472,0,S040,07,Left Right,Real,64,19680,19680
473,0,S040,08,Left Right,Imaginary,64,19680,19680
474,0,S040,09,Top Down,Real,64,19680,19680
475,0,S040,10,Top Down,Imaginary,64,19680,19680
476,0,S040,11,Left Right,Real,64,19680,19679
477,0,S040,12,Left Right,Imaginary,64,19680,19680
478,0,S040,13,Top Down,Real,64,19680,19680
479,0,S040,14,Top Down,Imaginary,64,19680,19679
480,0,S041,03,Left Right,Real,64,19680,19679
481,0,S041,04,Left Right,Imaginary,64,19840,19684
482,0,S041,05,Top Down,Real,64,19680,19677
483,0,S041,06,Top Down,Imaginary,64,19680,19675
484,0,S041,07,Left Right,Real,64,19680,19677
485,0,S041,08,Left Right,Imaginary,64,19680,19679
486,0,S041,09,Top Down,Real,64,19680,19673
487,0,S041,10,Top Down,Imaginary,64,19840,19692
488,0,S041,11,Left Right,Real,64,19680,19680
489,0,S041,12,Left Right,Imaginary,64,19840,19693
490,0,S041,13,Top Down,Real,64,19680,19667
491,0,S041,14,Top Down,Imaginary,64,19840,19688
492,0,S042,03,Left Right,Real,64,19680,19680
493,0,S042,04,Left Right,Imaginary,64,19680,19680
494,0,S042,05,Top Down,Real,64,19680,19679
495,0,S042,06,Top Down,Imaginary,64,19680,19677
496,0,S042,07,Left Right,Real,64,19680,19679
497,0,S042,08,Left Right,Imaginary,64,19680,19679
498,0,S042,09,Top Down,Real,64,19680,19671
499,0,S042,10,Top Down,Imaginary,64,19680,19680
500,0,S042,11,Left Right,Real,64,19680,19678
501,0,S042,12,Left Right,Imaginary,64,19680,19675
502,0,S042,13,Top Down,Real,64,19680,19678
503,0,S042,14,Top Down,Imaginary,64,19680,19676
504,0,S043,03,Left Right,Real,64,19680,19680
505,0,S043,04,Left Right,Imaginary,64,19680,19680
506,0,S043,05,Top Down,Real,64,19680,19680
507,0,S043,06,Top Down,Imaginary,64,19680,19680
508,0,S043,07,Left Right,Real,64,19680,19680
509,0,S043,08,Left Right,Imaginary,64,19680,19680
510,0,S043,09,Top Down,Real,64,19680,19680
511,0,S043,10,Top Down,Imaginary,64,19680,19680
512,0,S043,11,Left Right,Real,64,19680,19680
513,0,S043,12,Left Right,Imaginary,64,19680,19680
514,0,S043,13,Top Down,Real,64,19680,19680
515,0,S043,14,Top Down,Imaginary,64,19680,19679
516,0,S044,03,Left Right,Real,64,19680,19680
517,0,S044,04,Left Right,Imaginary,64,19680,19680
518,0,S044,05,Top Down,Real,64,19680,19679
519,0,S044,06,Top Down,Imaginary,64,19680,19679
520,0,S044,07,Left Right,Real,64,19680,19680
521,0,S044,08,Left Right,Imaginary,64,19680,19680
522,0,S044,09,Top Down,Real,64,19680,19680
523,0,S044,10,Top Down,Imaginary,64,19680,19680
524,0,S044,11,Left Right,Real,64,19680,19680
525,0,S044,12,Left Right,Imaginary,64,19680,19680
526,0,S044,13,Top Down,Real,64,19680,19678
527,0,S044,14,Top Down,Imaginary,64,19680,19680
528,0,S045,03,Left Right,Real,64,19680,19680
529,0,S045,04,Left Right,Imaginary,64,19680,19679
530,0,S045,05,Top Down,Real,64,19680,19680
531,0,S045,06,Top Down,Imaginary,64,19680,19680
532,0,S045,07,Left Right,Real,64,19680,19680
533,0,S045,08,Left Right,Imaginary,64,19680,19680
534,0,S045,09,Top Down,Real,64,19680,19679
535,0,S045,10,Top Down,Imaginary,64,19680,19680
536,0,S045,11,Left Right,Real,64,19680,19680
537,0,S045,12,Left Right,Imaginary,64,19680,19680
538,0,S045,13,Top Down,Real,64,19680,19679
539,0,S045,14,Top Down,Imaginary,64,19680,19680
540,0,S046,03,Left Right,Real,64,20000,19919
541,0,S046,04,Left Right,Imaginary,64,20000,19919
542,0,S046,05,Top Down,Real,64,20000,19920
543,0,S046,06,Top Down,Imaginary,64,20000,19920
544,0,S046,07,Left Right,Real,64,20000,19920
545,0,S046,08,Left Right,Imaginary,64,20000,19920
546,0,S046,09,Top Down,Real,64,20000,19920
547,0,S046,10,Top Down,Imaginary,64,20000,19920
548,0,S046,11,Left Right,Real,64,20000,19920
549,0,S046,12,Left Right,Imaginary,64,20000,19920
550,0,S046,13,Top Down,Real,64,20000,19920
551,0,S046,14,Top Down,Imaginary,64,20000,19920
552,0,S047,03,Left Right,Real,64,19680,19679
553,0,S047,04,Left Right,Imaginary,64,19680,19680
554,0,S047,05,Top Down,Real,64,19680,19678
555,0,S047,06,Top Down,Imaginary,64,19680,19669
556,0,S047,07,Left Right,Real,64,19680,19674
557,0,S047,08,Left Right,Imaginary,64,19680,19680
558,0,S047,09,Top Down,Real,64,19680,19676
559,0,S047,10,Top Down,Imaginary,64,19680,19673
560,0,S047,11,Left Right,Real,64,19680,19666
561,0,S047,12,Left Right,Imaginary,64,19680,19680
562,0,S047,13,Top Down,Real,64,19680,19679
563,0,S047,14,Top Down,Imaginary,64,19680,19671
564,0,S048,03,Left Right,Real,64,19680,19680
565,0,S048,04,Left Right,Imaginary,64,19680,19680
566,0,S048,05,Top Down,Real,64,19680,19680
567,0,S048,06,Top Down,Imaginary,64,19680,19680
568,0,S048,07,Left Right,Real,64,19680,19680
569,0,S048,08,Left Right,Imaginary,64,19680,19680
570,0,S048,09,Top Down,Real,64,19680,19680
571,0,S048,10,Top Down,Imaginary,64,19680,19680
572,0,S048,11,Left Right,Real,64,19680,19680
573,0,S048,12,Left Right,Imaginary,64,19680,19680
574,0,S048,13,Top Down,Real,64,19680,19680
575,0,S048,14,Top Down,Imaginary,64,19680,19680
576,0,S049,03,Left Right,Real,64,19680,19680
577,0,S049,04,Left Right,Imaginary,64,19680,19680
578,0,S049,05,Top Down,Real,64,19680,19680
579,0,S049,06,Top Down,Imaginary,64,19680,19680
580,0,S049,07,Left Right,Real,64,19680,19679
581,0,S049,08,Left Right,Imaginary,64,19680,19680
582,0,S049,09,Top Down,Real,64,19680,19680
583,0,S049,10,Top Down,Imaginary,64,19680,19680
584,0,S049,11,Left Right,Real,64,19680,19679
585,0,S049,12,Left Right,Imaginary,64,19680,19680
586,0,S049,13,Top Down,Real,64,19680,19680
587,0,S049,14,Top Down,Imaginary,64,19680,19680
588,0,S050,03,Left Right,Real,64,19680,19680
589,0,S050,04,Left Right,Imaginary,64,19680,19679
590,0,S050,05,Top Down,Real,64,19680,19679
591,0,S050,06,Top Down,Imaginary,64,19680,19680
592,0,S050,07,Left Right,Real,64,19680,19679
593,0,S050,08,Left Right,Imaginary,64,19680,19679
594,0,S050,09,Top Down,Real,64,19680,19679
595,0,S050,10,Top Down,Imaginary,64,19680,19680
596,0,S050,11,Left Right,Real,64,19680,19680
597,0,S050,12,Left Right,Imaginary,64,19680,19680
598,0,S050,13,Top Down,Real,64,19680,19680
599,0,S050,14,Top Down,Imaginary,64,19680,19680
600,0,S051,03,Left Right,Real,64,19680,19637
601,0,S051,04,Left Right,Imaginary,64,19840,19612
602,0,S051,05,Top Down,Real,64,19680,19679
603,0,S051,06,Top Down,Imaginary,64,19840,19689
604,0,S051,07,Left Right,Real,64,19680,19679
605,0,S051,08,Left Right,Imaginary,64,19840,19696
606,0,S051,09,Top Down,Real,64,19680,19662
607,0,S051,10,Top Down,Imaginary,64,19840,19696
608,0,S051,11,Left Right,Real,64,19680,19672
609,0,S051,12,Left Right,Imaginary,64,19840,19695
610,0,S051,13,Top Down,Real,64,19680,19680
611,0,S051,14,Top Down,Imaginary,64,19840,19623
612,0,S052,03,Left Right,Real,64,19680,19680
613,0,S052,04,Left Right,Imaginary,64,19680,19680
614,0,S052,05,Top Down,Real,64,19680,19680
615,0,S052,06,Top Down,Imaginary,64,19680,19680
616,0,S052,07,Left Right,Real,64,19680,19680
617,0,S052,08,Left Right,Imaginary,64,19680,19680
618,0,S052,09,Top Down,Real,64,19680,19680
619,0,S052,10,Top Down,Imaginary,64,19680,19680
620,0,S052,11,Left Right,Real,64,19680,19680
621,0,S052,12,Left Right,Imaginary,64,19680,19680
622,0,S052,13,Top Down,Real,64,19680,19680
623,0,S052,14,Top Down,Imaginary,64,19680,19679
624,0,S053,03,Left Right,Real,64,19680,19680
625,0,S053,04,Left Right,Imaginary,64,19680,19679
626,0,S053,05,Top Down,Real,64,19680,19680
627,0,S053,06,Top Down,Imaginary,64,19680,19679
628,0,S053,07,Left Right,Real,64,19680,19680
629,0,S053,08,Left Right,Imaginary,64,19680,19680
630,0,S053,09,Top Down,Real,64,19680,19680
631,0,S053,10,Top Down,Imaginary,64,19680,19680
632,0,S053,11,Left Right,Real,64,19680,19678
633,0,S053,12,Left Right,Imaginary,64,19680,19680
634,0,S053,13,Top Down,Real,64,19680,19680
635,0,S053,14,Top Down,Imaginary,64,19680,19680
636,0,S054,03,Left Right,Real,64,19680,19680
637,0,S054,04,Left Right,Imaginary,64,19680,19680
638,0,S054,05,Top Down,Real,64,19680,19680
639,0,S054,06,Top Down,Imaginary,64,19680,19680
640,0,S054,07,Left Right,Real,64,19680,19680
641,0,S054,08,Left Right,Imaginary,64,19680,19680
642,0,S054,09,Top Down,Real,64,19680,19680
643,0,S054,10,Top Down,Imaginary,64,19680,19680
644,0,S054,11,Left Right,Real,64,19680,19680
645,0,S054,12,Left Right,Imaginary,64,19680,19680
646,0,S054,13,Top Down,Real,64,19680,19679
647,0,S054,14,Top Down,Imaginary,64,19680,19680
648,0,S055,03,Left Right,Real,64,19680,19680
649,0,S055,04,Left Right,Imaginary,64,19680,19660
650,0,S055,05,Top Down,Real,64,19680,19659
651,0,S055,06,Top Down,Imaginary,64,19680,19666
652,0,S055,07,Left Right,Real,64,19680,19680
653,0,S055,08,Left Right,Imaginary,64,19680,19647
654,0,S055,09,Top Down,Real,64,19680,19679
655,0,S055,10,Top Down,Imaginary,64,19680,19607
656,0,S055,11,Left Right,Real,64,19680,19679
657,0,S055,12,Left Right,Imaginary,64,19680,19675
658,0,S055,13,Top Down,Real,64,19680,19675
659,0,S055,14,Top Down,Imaginary,64,19680,19659
660,0,S056,03,Left Right,Real,64,19680,19680
661,0,S056,04,Left Right,Imaginary,64,19680,19680
662,0,S056,05,Top Down,Real,64,19680,19680
663,0,S056,06,Top Down,Imaginary,64,19680,19680
664,0,S056,07,Left Right,Real,64,19680,19679
665,0,S056,08,Left Right,Imaginary,64,19680,19680
666,0,S056,09,Top Down,Real,64,19680,19676
667,0,S056,10,Top Down,Imaginary,64,19680,19680
668,0,S056,11,Left Right,Real,64,19680,19680
669,0,S056,12,Left Right,Imaginary,64,19680,19680
670,0,S056,13,Top Down,Real,64,19680,19680
671,0,S056,14,Top Down,Imaginary,64,19680,19680
672,0,S057,03,Left Right,Real,64,20000,19918
673,0,S057,04,Left Right,Imaginary,64,20000,19919
674,0,S057,05,Top Down,Real,64,20000,19919
675,0,S057,06,Top Down,Imaginary,64,20000,19920
676,0,S057,07,Left Right,Real,64,20000,19920
677,0,S057,08,Left Right,Imaginary,64,20000,19920
678,0,S057,09,Top Down,Real,64,20000,19920
679,0,S057,10,Top Down,Imaginary,64,20000,19920
680,0,S057,11,Left Right,Real,64,20000,19920
681,0,S057,12,Left Right,Imaginary,64,20000,19920
682,0,S057,13,Top Down,Real,64,20000,19919
683,0,S057,14,Top Down,Imaginary,64,20000,19920
684,0,S058,03,Left Right,Real,64,19680,19680
685,0,S058,04,Left Right,Imaginary,64,19680,19679
686,0,S058,05,Top Down,Real,64,19680,19680
687,0,S058,06,Top Down,Imaginary,64,19680,19680
688,0,S058,07,Left Right,Real,64,19680,19678
689,0,S058,08,Left Right,Imaginary,64,19680,19680
690,0,S058,09,Top Down,Real,64,19680,19680
691,0,S058,10,Top Down,Imaginary,64,19680,19680
692,0,S058,11,Left Right,Real,64,19680,19678
693,0,S058,12,Left Right,Imaginary,64,19680,19679
694,0,S058,13,Top Down,Real,64,19680,19680
695,0,S058,14,Top Down,Imaginary,64,19680,19680
696,0,S059,03,Left Right,Real,64,19680,19679
697,0,S059,04,Left Right,Imaginary,64,19680,19680
698,0,S059,05,Top Down,Real,64,19680,19680
699,0,S059,06,Top Down,Imaginary,64,19680,19680
700,0,S059,07,Left Right,Real,64,19680,19680
701,0,S059,08,Left Right,Imaginary,64,19680,19680
702,0,S059,09,Top Down,Real,64,19680,19680
703,0,S059,10,Top Down,Imaginary,64,19680,19680
704,0,S059,11,Left Right,Real,64,19680,19679
705,0,S059,12,Left Right,Imaginary,64,19680,19680
706,0,S059,13,Top Down,Real,64,19680,19680
707,0,S059,14,Top Down,Imaginary,64,19680,19680
708,0,S060,03,Left Right,Real,64,19680,19680
709,0,S060,04,Left Right,Imaginary,64,19680,19680
710,0,S060,05,Top Down,Real,64,19680,19680
711,0,S060,06,Top Down,Imaginary,64,19680,19680
712,0,S060,07,Left Right,Real,64,19680,19680
713,0,S060,08,Left Right,Imaginary,64,19680,19680
714,0,S060,09,Top Down,Real,64,19680,19680
715,0,S060,10,Top Down,Imaginary,64,19680,19680
716,0,S060,11,Left Right,Real,64,19680,19680
717,0,S060,12,Left Right,Imaginary,64,19680,19680
718,0,S060,13,Top Down,Real,64,19680,19680
719,0,S060,14,Top Down,Imaginary,64,19680,19680
720,0,S061,03,Left Right,Real,64,20000,19920
721,0,S061,04,Left Right,Imaginary,64,20000,19920
722,0,S061,05,Top Down,Real,64,20000,19920
723,0,S061,06,Top Down,Imaginary,64,20000,19919
724,0,S061,07,Left Right,Real,64,20000,19920
725,0,S061,08,Left Right,Imaginary,64,20000,19920
726,0,S061,09,Top Down,Real,64,20000,19919
727,0,S061,10,Top Down,Imaginary,64,20000,19919
728,0,S061,11,Left Right,Real,64,20000,19920
729,0,S061,12,Left Right,Imaginary,64,20000,19920
730,0,S061,13,Top Down,Real,64,20000,19920
731,0,S061,14,Top Down,Imaginary,64,20000,19920
732,0,S062,03,Left Right,Real,64,19680,19677
733,0,S062,04,Left Right,Imaginary,64,19680,19678
734,0,S062,05,Top Down,Real,64,19680,19677
735,0,S062,06,Top Down,Imaginary,64,19680,19680
736,0,S062,07,Left Right,Real,64,19680,19680
737,0,S062,08,Left Right,Imaginary,64,19680,19680
738,0,S062,09,Top Down,Real,64,19680,19679
739,0,S062,10,Top Down,Imaginary,64,19680,19680
740,0,S062,11,Left Right,Real,64,19680,19680
741,0,S062,12,Left Right,Imaginary,64,19680,19679
742,0,S062,13,Top Down,Real,64,19680,19680
743,0,S062,14,Top Down,Imaginary,64,19680,19680
744,0,S063,03,Left Right,Real,64,19680,19680
745,0,S063,04,Left Right,Imaginary,64,19680,19680
746,0,S063,05,Top Down,Real,64,19680,19680
747,0,S063,06,Top Down,Imaginary,64,19680,19680
748,0,S063,07,Left Right,Real,64,19680,19678
749,0,S063,08,Left Right,Imaginary,64,19680,19680
750,0,S063,09,Top Down,Real,64,19680,19680
751,0,S063,10,Top Down,Imaginary,64,19680,19678
752,0,S063,11,Left Right,Real,64,19680,19679
753,0,S063,12,Left Right,Imaginary,64,19680,19680
754,0,S063,13,Top Down,Real,64,19680,19680
755,0,S063,14,Top Down,Imaginary,64,19680,19680
756,0,S064,03,Left Right,Real,64,19680,19680
757,0,S064,04,Left Right,Imaginary,64,19840,19694
758,0,S064,05,Top Down,Real,64,19680,19680
759,0,S064,06,Top Down,Imaginary,64,19840,19696
760,0,S064,07,Left Right,Real,64,19680,19677
761,0,S064,08,Left Right,Imaginary,64,19840,19694
762,0,S064,09,Top Down,Real,64,19680,19676
763,0,S064,10,Top Down,Imaginary,64,19680,19680
764,0,S064,11,Left Right,Real,64,19680,19678
765,0,S064,12,Left Right,Imaginary,64,19680,19680
766,0,S064,13,Top Down,Real,64,19680,19680
767,0,S064,14,Top Down,Imaginary,64,19680,19679
768,0,S065,03,Left Right,Real,64,20000,19920
769,0,S065,04,Left Right,Imaginary,64,20000,19920
770,0,S065,05,Top Down,Real,64,20000,19920
771,0,S065,06,Top Down,Imaginary,64,20000,19920
772,0,S065,07,Left Right,Real,64,20000,19920
773,0,S065,08,Left Right,Imaginary,64,20000,19920
774,0,S065,09,Top Down,Real,64,20000,19920
775,0,S065,10,Top Down,Imaginary,64,20000,19920
776,0,S065,11,Left Right,Real,64,20000,19920
777,0,S065,12,Left Right,Imaginary,64,20000,19920
778,0,S065,13,Top Down,Real,64,20000,19919
779,0,S065,14,Top Down,Imaginary,64,20000,19920
780,0,S066,03,Left Right,Real,64,20000,19919
781,0,S066,04,Left Right,Imaginary,64,20000,19920
782,0,S066,05,Top Down,Real,64,20000,19920
783,0,S066,06,Top Down,Imaginary,64,20000,19920
784,0,S066,07,Left Right,Real,64,20000,19918
785,0,S066,08,Left Right,Imaginary,64,20000,19920
786,0,S066,09,Top Down,Real,64,20000,19920
787,0,S066,10,Top Down,Imaginary,64,20000,19919
788,0,S066,11,Left Right,Real,64,20000,19919
789,0,S066,12,Left Right,Imaginary,64,20000,19920
790,0,S066,13,Top Down,Real,64,20000,19917
791,0,S066,14,Top Down,Imaginary,64,20000,19920
792,0,S067,03,Left Right,Real,64,19680,19679
793,0,S067,04,Left Right,Imaginary,64,19680,19674
794,0,S067,05,Top Down,Real,64,19680,19676
795,0,S067,06,Top Down,Imaginary,64,19680,19679
796,0,S067,07,Left Right,Real,64,19680,19680
797,0,S067,08,Left Right,Imaginary,64,19680,19679
798,0,S067,09,Top Down,Real,64,19680,19676
799,0,S067,10,Top Down,Imaginary,64,19680,19679
800,0,S067,11,Left Right,Real,64,19680,19666
801,0,S067,12,Left Right,Imaginary,64,19680,19680
802,0,S067,13,Top Down,Real,64,19680,19679
803,0,S067,14,Top Down,Imaginary,64,19680,19673
804,0,S068,03,Left Right,Real,64,19680,19680
805,0,S068,04,Left Right,Imaginary,64,19680,19680
806,0,S068,05,Top Down,Real,64,19680,19680
807,0,S068,06,Top Down,Imaginary,64,19680,19680
808,0,S068,07,Left Right,Real,64,19680,19680
809,0,S068,08,Left Right,Imaginary,64,19680,19680
810,0,S068,09,Top Down,Real,64,19680,19680
811,0,S068,10,Top Down,Imaginary,64,19680,19680
812,0,S068,11,Left Right,Real,64,19680,19680
813,0,S068,12,Left Right,Imaginary,64,19680,19680
814,0,S068,13,Top Down,Real,64,19680,19680
815,0,S068,14,Top Down,Imaginary,64,19680,19680
816,0,S069,03,Left Right,Real,64,19680,19678
817,0,S069,04,Left Right,Imaginary,64,19680,19680
818,0,S069,05,Top Down,Real,64,19680,19680
819,0,S069,06,Top Down,Imaginary,64,19680,19680
820,0,S069,07,Left Right,Real,64,19680,19680
821,0,S069,08,Left Right,Imaginary,64,19680,19680
822,0,S069,09,Top Down,Real,64,19680,19680
823,0,S069,10,Top Down,Imaginary,64,19680,19680
824,0,S069,11,Left Right,Real,64,19680,19680
825,0,S069,12,Left Right,Imaginary,64,19680,19680
826,0,S069,13,Top Down,Real,64,19680,19680
827,0,S069,14,Top Down,Imaginary,64,19680,19680
828,0,S070,03,Left Right,Real,64,19680,19680
829,0,S070,04,Left Right,Imaginary,64,19680,19680
830,0,S070,05,Top Down,Real,64,19680,19680
831,0,S070,06,Top Down,Imaginary,64,19680,19680
832,0,S070,07,Left Right,Real,64,19680,19680
833,0,S070,08,Left Right,Imaginary,64,19680,19680
834,0,S070,09,Top Down,Real,64,19680,19679
835,0,S070,10,Top Down,Imaginary,64,19680,19679
836,0,S070,11,Left Right,Real,64,19680,19680
837,0,S070,12,Left Right,Imaginary,64,19680,19680
838,0,S070,13,Top Down,Real,64,19680,19680
839,0,S070,14,Top Down,Imaginary,64,19680,19679
840,0,S071,03,Left Right,Real,64,20000,19920
841,0,S071,04,Left Right,Imaginary,64,20000,19920
842,0,S071,05,Top Down,Real,64,20000,19920
843,0,S071,06,Top Down,Imaginary,64,20000,19920
844,0,S071,07,Left Right,Real,64,20000,19920
845,0,S071,08,Left Right,Imaginary,64,20000,19919
846,0,S071,09,Top Down,Real,64,20000,19920
847,0,S071,10,Top Down,Imaginary,64,20000,19920
848,0,S071,11,Left Right,Real,64,20000,19920
849,0,S071,12,Left Right,Imaginary,64,20000,19920
850,0,S071,13,Top Down,Real,64,20000,19920
851,0,S071,14,Top Down,Imaginary,64,20000,19920
852,0,S072,03,Left Right,Real,64,19680,19680
853,0,S072,04,Left Right,Imaginary,64,19680,19650
854,0,S072,05,Top Down,Real,64,19680,19680
855,0,S072,06,Top Down,Imaginary,64,19680,19675
856,0,S072,07,Left Right,Real,64,19680,19678
857,0,S072,08,Left Right,Imaginary,64,19680,19680
858,0,S072,09,Top Down,Real,64,19680,19658
859,0,S072,10,Top Down,Imaginary,64,19680,19661
860,0,S072,11,Left Right,Real,64,19680,19668
861,0,S072,12,Left Right,Imaginary,64,19840,19696
862,0,S072,13,Top Down,Real,64,19680,19680
863,0,S072,14,Top Down,Imaginary,64,19680,19657
864,0,S073,03,Left Right,Real,64,19680,19678
865,0,S073,04,Left Right,Imaginary,64,19680,19673
866,0,S073,05,Top Down,Real,64,19680,19678
867,0,S073,06,Top Down,Imaginary,64,19680,19679
868,0,S073,07,Left Right,Real,64,19680,19680
869,0,S073,08,Left Right,Imaginary,64,19680,19679
870,0,S073,09,Top Down,Real,64,19680,19680
871,0,S073,10,Top Down,Imaginary,64,19680,19679
872,0,S073,11,Left Right,Real,64,19680,19666
873,0,S073,12,Left Right,Imaginary,64,19680,19668
874,0,S073,13,Top Down,Real,64,19680,19679
875,0,S073,14,Top Down,Imaginary,64,19680,19679
